k,observed_density,baseline_1_over_k,error
37,0.026982591876208894,0.02702702702702703,-4.443515081813468e-05
38,0.026208897485493224,0.02631578947368421,-0.00010689198819098522
39,0.02543520309477755,0.02564102564102564,-0.00020582254624808977
40,0.024951644100580258,0.025,-4.835589941974347e-05
41,0.024371373307543506,0.024390243902439025,-1.8870594895518955e-05
42,0.023404255319148925,0.023809523809523808,-0.00040526849037488336
43,0.023210831721470006,0.023255813953488372,-4.498223201836529e-05
44,0.022727272727272717,0.022727272727272728,-1.0408340855860843e-17
45,0.021179883945841384,0.022222222222222223,-0.0010423382763808386
46,0.021663442940038673,0.021739130434782608,-7.568749474393469e-05
47,0.021276595744680844,0.02127659574468085,-6.938893903907228e-18
48,0.02040618955512572,0.020833333333333332,-0.0004271437782076108
49,0.020309477756286262,0.02040816326530612,-9.868550901985865e-05
50,0.01992263056092843,0.02,-7.736943907157151e-05
51,0.0195357833655706,0.0196078431372549,-7.205977168430258e-05
52,0.019245647969052225,0.019230769230769232,1.4878738282993187e-05
53,0.018858800773694392,0.018867924528301886,-9.123754607494317e-06
54,0.018181818181818184,0.018518518518518517,-0.0003367003367003331
55,0.018181818181818184,0.01818181818181818,3.469446951953614e-18
56,0.017794970986460355,0.017857142857142856,-6.217187068250155e-05
57,0.01731141199226306,0.017543859649122806,-0.00023244765685974736
58,0.017021276595744688,0.017241379310344827,-0.00022010271460013928
59,0.01663442940038685,0.01694915254237288,-0.00031472314198602996
60,0.013636363636363636,0.016666666666666666,-0.0030303030303030307
61,0.017214700193423606,0.01639344262295082,0.0008212575704727859
62,0.016731141199226304,0.016129032258064516,0.0006021089411617879
63,0.015957446808510644,0.015873015873015872,8.443093549477185e-05
64,0.015667311411992266,0.015625,4.231141199226643e-05
65,0.015570599613152809,0.015384615384615385,0.0001859842285374235
66,0.014990328820116056,0.015151515151515152,-0.00016118633139909633
67,0.0148936170212766,0.014925373134328358,-3.175611305175803e-05
68,0.014796905222437139,0.014705882352941176,9.102286949596271e-05
69,0.014410058027079306,0.014492753623188406,-8.269559610910027e-05
70,0.014313346228239845,0.014285714285714285,2.763194252555952e-05
71,0.01411992263056093,0.014084507042253521,3.5415588307408444e-05
72,0.013636363636363636,0.013888888888888888,-0.0002525252525252524
73,0.013733075435203093,0.0136986301369863,3.444529821679254e-05
74,0.013442940038684717,0.013513513513513514,-7.057347482879693e-05
75,0.012669245647969047,0.013333333333333334,-0.0006640876853642869
76,0.013152804642166342,0.013157894736842105,-5.090094675763018e-06
77,0.012862669245647966,0.012987012987012988,-0.00012434374136502217
78,0.01257253384912959,0.01282051282051282,-0.0002479789713832302
79,0.01257253384912959,0.012658227848101266,-8.569399897167575e-05
80,0.012475822050290132,0.0125,-2.4177949709868266e-05
81,0.012282398452611214,0.012345679012345678,-6.328055973446427e-05
82,0.012185686653771757,0.012195121951219513,-9.435297447756008e-06
83,0.011992263056092838,0.012048192771084338,-5.5929714991499735e-05
84,0.011702127659574464,0.011904761904761904,-0.00020263424518743994
85,0.011798839458413922,0.011764705882352941,3.4133576060980594e-05
86,0.011508704061895546,0.011627906976744186,-0.0001192029148486401
87,0.011411992263056088,0.011494252873563218,-8.226061050712989e-05
88,0.011315280464216631,0.011363636363636364,-4.835589941973306e-05
89,0.011218568665377168,0.011235955056179775,-1.7386390802606733e-05
90,0.010638297872340424,0.011111111111111112,-0.000472813238770688
91,0.0109284332688588,0.01098901098901099,-6.057772015219051e-05
92,0.010831721470019338,0.010869565217391304,-3.784374737196561e-05
93,0.010735009671179883,0.010752688172043012,-1.7678500863128888e-05
94,0.010638297872340424,0.010638297872340425,-1.734723475976807e-18
95,0.010444874274661507,0.010526315789473684,-8.144151481217707e-05
96,0.01025145067698259,0.010416666666666666,-0.00016521598968407582
97,0.01034816247582205,0.010309278350515464,3.8884125306585735e-05
98,0.010154738878143133,0.01020408163265306,-4.934275450992759e-05
99,0.010058027079303675,0.010101010101010102,-4.29830217064265e-05
100,0.009961315280464216,0.01,-3.868471953578402e-05
101,0.009864603481624759,0.009900990099009901,-3.638661738514237e-05
102,0.009671179883945842,0.00980392156862745,-0.00013274168468160874
103,0.0097678916827853,0.009708737864077669,5.915381870763049e-05
104,0.009671179883945842,0.009615384615384616,5.5795268561226186e-05
105,0.009090909090909092,0.009523809523809525,-0.00043290043290043247
106,0.009477756286266925,0.009433962264150943,4.3794022115982434e-05
107,0.009381044487427468,0.009345794392523364,3.525009490410423e-05
108,0.009090909090909092,0.009259259259259259,-0.00016835016835016654
109,0.009090909090909092,0.009174311926605505,-8.34028356964129e-05
110,0.009090909090909092,0.00909090909090909,1.734723475976807e-18
111,0.008897485493230176,0.009009009009009009,-0.00011152351577883336
112,0.008897485493230176,0.008928571428571428,-3.108593534125251e-05
113,0.008897485493230176,0.008849557522123894,4.7927971106281886e-05
114,0.00851063829787234,0.008771929824561403,-0.00026129152668906246
115,0.0086073500967118,0.008695652173913044,-8.830207720124383e-05
116,0.00851063829787234,0.008620689655172414,-0.00011005135730007311
117,0.008220502901353965,0.008547008547008548,-0.0003265056456545831
118,0.008317214700193426,0.00847457627118644,-0.00015736157099301498
119,0.007350096711798841,0.008403361344537815,-0.001053264632738974
120,0.006769825918762087,0.008333333333333333,-0.0015635074145712458
