win_start,q,count
481,16,13
481,18,12
481,21,11
481,19,11
481,20,11
481,23,10
481,22,10
481,25,9
481,24,9
481,27,8
481,29,8
481,26,8
481,28,8
481,35,7
481,33,7
481,31,7
481,30,7
481,37,6
481,41,6
481,38,6
481,36,6
481,34,6
481,32,6
481,44,5
481,49,5
481,45,5
481,50,5
481,42,5
481,46,5
481,39,5
481,43,5
481,40,5
481,69,4
481,54,4
481,61,4
481,70,4
541,3,60
541,4,55
541,5,44
541,6,36
541,7,31
541,8,28
541,9,24
541,10,22
541,11,20
541,12,18
541,13,17
541,14,16
541,16,14
541,15,14
541,17,13
541,19,12
541,18,12
541,21,11
541,20,11
541,22,10
541,23,10
541,26,9
541,25,9
541,24,9
541,29,8
541,28,8
541,27,8
541,34,7
541,32,7
541,31,7
541,33,7
541,30,7
541,42,6
541,39,6
541,37,6
541,40,6
541,35,6
541,38,6
541,36,6
541,50,5
541,46,5
541,43,5
541,47,5
541,44,5
541,41,5
541,68,4
541,61,4
541,55,4
541,69,4
541,62,4
601,4,55
601,5,44
601,3,40
601,6,36
601,7,32
601,8,27
601,9,25
601,10,22
601,11,20
601,12,18
601,13,17
601,14,16
601,16,14
601,15,14
601,17,13
601,19,12
601,18,12
601,21,11
601,20,11
601,22,10
601,23,9
601,24,9
601,29,8
601,28,8
601,27,8
601,26,8
601,25,8
601,32,7
601,34,7
601,31,7
601,30,7
601,43,6
601,38,6
601,36,6
601,41,6
601,39,6
601,33,6
601,37,6
601,35,6
601,47,5
601,51,5
601,44,5
601,48,5
601,45,5
601,42,5
601,40,5
601,67,4
601,55,4
601,61,4
601,68,4
661,4,55
661,5,44
661,6,36
661,7,31
661,8,28
661,9,24
661,10,22
661,3,20
661,11,20
661,12,18
661,13,17
661,14,15
661,16,14
661,15,14
661,17,13
661,19,12
661,18,12
661,20,11
661,23,10
661,21,10
661,22,10
661,24,9
661,25,9
661,29,8
661,28,8
661,27,8
661,26,8
661,35,7
661,32,7
661,31,7
661,30,7
661,39,6
661,37,6
661,40,6
661,34,6
661,38,6
661,36,6
661,33,6
661,51,5
661,48,5
661,42,5
661,45,5
661,43,5
661,46,5
661,41,5
661,44,5
661,67,4
661,61,4
661,56,4
661,52,4
721,4,55
721,5,44
721,6,36
721,7,32
721,8,27
721,9,24
721,10,22
721,11,20
721,12,18
721,13,17
721,14,16
721,15,14
721,17,13
721,16,13
721,19,12
721,18,12
721,20,11
721,22,10
721,21,10
721,25,9
721,26,9
721,23,9
721,24,9
721,29,8
721,28,8
721,27,8
721,33,7
721,32,7
721,31,7
721,30,7
721,38,6
721,35,6
721,37,6
721,39,6
721,34,6
721,36,6
721,52,5
721,43,5
721,49,5
721,46,5
721,41,5
721,44,5
721,47,5
721,42,5
721,40,5
721,66,4
721,56,4
721,61,4
721,67,4
721,57,4
781,4,45
781,5,44
781,6,36
781,7,31
781,8,28
781,9,25
781,10,22
781,11,20
781,12,18
781,14,16
781,13,16
781,16,14
781,15,14
781,17,13
781,18,12
781,19,11
781,20,11
781,23,10
781,22,10
781,21,10
781,27,9
781,24,9
781,25,9
781,29,8
781,28,8
781,26,8
781,34,7
781,33,7
781,32,7
781,31,7
781,30,7
781,36,6
781,38,6
781,40,6
781,35,6
781,37,6
781,46,5
781,49,5
781,44,5
781,42,5
781,47,5
781,50,5
781,45,5
781,43,5
781,39,5
781,41,5
781,71,4
781,56,4
781,66,4
781,61,4
841,5,44
841,6,36
841,7,31
841,4,30
841,8,27
841,9,24
841,10,22
841,11,20
841,12,18
841,13,17
841,14,15
841,16,14
841,15,14
841,17,13
841,18,12
841,19,11
841,20,11
841,23,10
841,22,10
841,21,10
841,25,9
841,24,9
841,29,8
841,26,8
841,27,8
841,34,7
841,33,7
841,32,7
841,31,7
841,28,7
841,30,7
841,37,6
841,39,6
841,36,6
841,35,6
841,47,5
841,53,5
841,50,5
841,45,5
841,43,5
841,41,5
841,48,5
841,46,5
841,38,5
841,44,5
841,40,5
841,42,5
841,65,4
841,61,4
841,57,4
901,5,44
901,6,36
901,7,32
901,8,28
901,9,24
901,10,22
901,11,20
901,12,18
901,13,17
901,14,16
901,4,15
901,16,14
901,15,14
901,17,13
901,18,12
901,21,11
901,19,11
901,20,11
901,22,10
901,26,9
901,24,9
901,23,9
901,27,8
901,28,8
901,25,8
901,35,7
901,32,7
901,29,7
901,31,7
901,30,7
901,41,6
901,43,6
901,38,6
901,34,6
901,40,6
901,33,6
901,37,6
901,36,6
901,53,5
901,48,5
901,46,5
901,44,5
901,42,5
901,39,5
901,70,4
901,65,4
901,57,4
901,61,4
901,54,4
901,51,4
961,5,44
961,6,36
961,7,31
961,8,27
961,9,25
961,10,22
961,11,20
961,12,18
961,13,17
961,14,16
961,15,14
961,17,13
961,16,13
961,19,12
961,18,12
961,21,11
961,20,11
961,23,10
961,22,10
961,26,9
961,25,9
961,24,9
961,31,8
961,27,8
961,28,8
961,29,7
961,30,7
961,37,6
961,42,6
961,36,6
961,39,6
961,35,6
961,34,6
961,38,6
961,33,6
961,32,6
961,46,5
961,44,5
961,51,5
961,49,5
961,41,5
961,47,5
961,43,5
961,45,5
961,40,5
961,69,4
961,57,4
961,54,4
961,65,4
961,61,4
1021,5,36
1021,6,36
1021,7,32
1021,8,28
1021,9,24
1021,10,22
1021,11,20
1021,12,18
1021,13,17
1021,14,16
1021,16,14
1021,15,14
1021,19,12
1021,18,12
1021,17,12
1021,21,11
1021,20,11
1021,22,10
1021,25,9
1021,24,9
1021,23,9
1021,31,8
1021,27,8
1021,28,8
1021,26,8
1021,33,7
1021,32,7
1021,29,7
1021,30,7
1021,41,6
1021,38,6
1021,37,6
1021,40,6
1021,36,6
1021,35,6
1021,34,6
1021,49,5
1021,43,5
1021,47,5
1021,45,5
1021,42,5
1021,39,5
1021,44,5
1021,64,4
1021,57,4
1021,54,4
1021,61,4
1021,65,4
1021,52,4
1021,58,4
1081,6,36
1081,7,31
1081,8,27
1081,5,24
1081,9,24
1081,10,22
1081,11,20
1081,12,18
1081,13,17
1081,14,15
1081,16,14
1081,15,14
1081,17,13
1081,19,12
1081,18,12
1081,20,11
1081,23,10
1081,21,10
1081,22,10
1081,26,9
1081,25,9
1081,24,9
1081,28,8
1081,27,8
1081,35,7
1081,31,7
1081,34,7
1081,32,7
1081,33,7
1081,29,7
1081,30,7
1081,39,6
1081,38,6
1081,37,6
1081,36,6
1081,47,5
1081,52,5
1081,42,5
1081,50,5
1081,44,5
1081,48,5
1081,46,5
1081,41,5
1081,43,5
1081,40,5
1081,57,4
1081,68,4
1081,64,4
1081,61,4
1081,55,4
1141,6,36
1141,7,32
1141,8,28
1141,9,25
1141,10,22
1141,11,20
1141,12,18
1141,13,17
1141,14,16
1141,16,14
1141,15,14
1141,17,13
1141,5,12
1141,18,12
1141,19,11
1141,20,11
1141,22,10
1141,23,10
1141,21,10
1141,26,9
1141,25,9
1141,24,9
1141,28,8
1141,27,8
1141,31,7
1141,32,7
1141,33,7
1141,34,7
1141,29,7
1141,30,7
1141,37,6
1141,41,6
1141,36,6
1141,35,6
1141,40,6
1141,52,5
1141,44,5
1141,50,5
1141,46,5
1141,48,5
1141,43,5
1141,45,5
1141,39,5
1141,42,5
1141,38,5
1141,64,4
1141,55,4
1141,68,4
1141,61,4
1141,58,4
1201,6,36
1201,7,31
1201,8,27
1201,9,24
1201,10,22
1201,11,20
1201,12,18
1201,13,17
1201,14,16
1201,15,14
1201,17,13
1201,16,13
1201,18,12
1201,19,11
1201,20,11
1201,22,10
1201,21,10
1201,23,9
1201,24,9
1201,28,8
1201,27,8
1201,26,8
1201,25,8
1201,31,7
1201,32,7
1201,29,7
1201,33,7
1201,30,7
1201,43,6
1201,39,6
1201,38,6
1201,37,6
1201,36,6
1201,34,6
1201,35,6
1201,45,5
1201,42,5
1201,47,5
1201,41,5
1201,44,5
1201,40,5
1201,67,4
1201,71,4
1201,55,4
1201,64,4
1201,58,4
1201,53,4
1201,61,4
1201,51,4
1201,49,4
1261,7,31
1261,6,30
1261,8,28
1261,9,24
1261,10,22
1261,11,20
1261,12,18
1261,13,17
1261,14,15
1261,16,14
1261,15,14
1261,17,13
1261,18,12
1261,19,11
1261,20,11
1261,23,10
1261,22,10
1261,21,10
1261,24,9
1261,25,9
1261,27,8
1261,26,8
1261,29,8
1261,31,7
1261,32,7
1261,28,7
1261,30,7
1261,41,6
1261,40,6
1261,33,6
1261,34,6
1261,37,6
1261,35,6
1261,36,6
1261,47,5
1261,49,5
1261,51,5
1261,44,5
1261,39,5
1261,46,5
1261,43,5
1261,38,5
1261,42,5
1261,55,4
1261,53,4
1261,67,4
1261,58,4
1261,64,4
1261,61,4
1261,56,4
1321,7,32
1321,8,27
1321,9,25
1321,10,22
1321,6,20
1321,11,20
1321,12,18
1321,13,17
1321,14,16
1321,16,14
1321,15,14
1321,17,13
1321,19,12
1321,18,12
1321,21,11
1321,20,11
1321,22,10
1321,27,9
1321,25,9
1321,26,9
1321,23,9
1321,24,9
1321,29,8
1321,28,8
1321,34,7
1321,35,7
1321,31,7
1321,32,7
1321,30,7
1321,39,6
1321,38,6
1321,37,6
1321,36,6
1321,33,6
1321,49,5
1321,53,5
1321,51,5
1321,43,5
1321,46,5
1321,48,5
1321,42,5
1321,45,5
1321,41,5
1321,40,5
1321,44,5
1321,63,4
1321,70,4
1321,58,4
1321,61,4
1321,64,4
1381,7,31
1381,8,28
1381,9,24
1381,10,22
1381,11,20
1381,12,18
1381,13,17
1381,14,16
1381,16,14
1381,15,14
1381,17,13
1381,18,12
1381,19,12
1381,21,11
1381,20,11
1381,22,10
1381,6,10
1381,24,9
1381,25,9
1381,23,9
1381,29,8
1381,28,8
1381,27,8
1381,26,8
1381,33,7
1381,34,7
1381,31,7
1381,32,7
1381,30,7
1381,42,6
1381,41,6
1381,40,6
1381,35,6
1381,39,6
1381,36,6
1381,38,6
1381,37,6
1381,48,5
1381,45,5
1381,50,5
1381,44,5
1381,47,5
1381,43,5
1381,66,4
1381,63,4
1381,58,4
1381,56,4
1381,61,4
1381,54,4
1381,52,4
1441,7,32
1441,8,27
1441,9,24
1441,10,22
1441,11,20
1441,12,18
1441,13,17
1441,14,16
1441,15,14
1441,17,13
1441,16,13
1441,19,12
1441,18,12
1441,21,11
1441,20,11
1441,23,10
1441,22,10
1441,25,9
1441,24,9
1441,29,8
1441,28,8
1441,26,8
1441,27,8
1441,33,7
1441,31,7
1441,30,7
1441,39,6
1441,37,6
1441,38,6
1441,34,6
1441,35,6
1441,32,6
1441,36,6
1441,50,5
1441,44,5
1441,47,5
1441,43,5
1441,42,5
1441,46,5
1441,41,5
1441,40,5
1441,69,4
1441,63,4
1441,58,4
1441,66,4
1441,56,4
1441,52,4
1441,54,4
1441,61,4
1441,49,4
1501,8,28
1501,7,26
1501,9,25
1501,10,22
1501,11,20
1501,12,18
1501,13,17
1501,14,15
1501,16,14
1501,15,14
1501,17,13
1501,19,12
1501,18,12
1501,20,11
1501,21,10
1501,22,10
1501,26,9
1501,24,9
1501,23,9
1501,29,8
1501,28,8
1501,27,8
1501,25,8
1501,32,7
1501,35,7
1501,33,7
1501,31,7
1501,30,7
1501,43,6
1501,36,6
1501,37,6
1501,40,6
1501,38,6
1501,39,6
1501,34,6
1501,47,5
1501,52,5
1501,42,5
1501,41,5
1501,46,5
1501,49,5
1501,45,5
1501,44,5
1501,58,4
1501,63,4
1501,56,4
1501,54,4
1501,66,4
1501,61,4
1501,51,4
1561,8,27
1561,9,24
1561,10,22
1561,11,20
1561,7,18
1561,12,18
1561,14,16
1561,13,16
1561,16,14
1561,15,14
1561,17,13
1561,18,12
1561,19,11
1561,20,11
1561,22,10
1561,23,10
1561,21,10
1561,25,9
1561,24,9
1561,29,8
1561,27,8
1561,28,8
1561,26,8
1561,34,7
1561,32,7
1561,31,7
1561,30,7
1561,35,6
1561,36,6
1561,33,6
1561,37,6
1561,46,5
1561,49,5
1561,45,5
1561,48,5
1561,44,5
1561,43,5
1561,42,5
1561,38,5
1561,41,5
1561,39,5
1561,40,5
1561,71,4
1561,68,4
1561,58,4
1561,54,4
1561,56,4
1561,63,4
1561,51,4
1561,61,4
1621,8,28
1621,9,24
1621,10,22
1621,11,20
1621,12,18
1621,13,17
1621,14,16
1621,16,14
1621,15,14
1621,17,13
1621,18,12
1621,19,11
1621,20,11
1621,22,10
1621,23,10
1621,21,10
1621,7,9
1621,25,9
1621,24,9
1621,29,8
1621,28,8
1621,26,8
1621,27,8
1621,34,7
1621,32,7
1621,31,7
1621,30,7
1621,37,6
1621,38,6
1621,39,6
1621,40,6
1621,35,6
1621,33,6
1621,36,6
1621,44,5
1621,51,5
1621,48,5
1621,43,5
1621,42,5
1621,41,5
1621,47,5
1621,46,5
1621,58,4
1621,56,4
1621,65,4
1621,68,4
1621,63,4
1621,53,4
1621,61,4
1621,55,4
1681,8,27
1681,9,25
1681,10,22
1681,11,20
1681,12,18
1681,13,17
1681,14,15
1681,15,14
1681,17,13
1681,16,13
1681,19,12
1681,18,12
1681,20,11
1681,22,10
1681,21,10
1681,26,9
1681,25,9
1681,23,9
1681,24,9
1681,29,8
1681,27,8
1681,33,7
1681,32,7
1681,31,7
1681,28,7
1681,30,7
1681,41,6
1681,36,6
1681,34,6
1681,37,6
1681,38,6
1681,35,6
1681,51,5
1681,47,5
1681,50,5
1681,46,5
1681,45,5
1681,44,5
1681,39,5
1681,43,5
1681,40,5
1681,42,5
1681,58,4
1681,65,4
1681,53,4
1681,63,4
1681,55,4
1681,61,4
1681,57,4
1681,59,4
1741,9,24
1741,8,23
1741,10,22
1741,11,20
1741,12,18
1741,13,17
1741,14,16
1741,16,14
1741,15,14
1741,17,13
1741,18,12
1741,19,12
1741,21,11
1741,20,11
1741,23,10
1741,22,10
1741,26,9
1741,25,9
1741,24,9
1741,27,8
1741,28,8
1741,33,7
1741,35,7
1741,32,7
1741,31,7
1741,29,7
1741,30,7
1741,38,6
1741,39,6
1741,40,6
1741,36,6
1741,34,6
1741,46,5
1741,50,5
1741,45,5
1741,44,5
1741,43,5
1741,41,5
1741,49,5
1741,42,5
1741,37,5
1741,67,4
1741,53,4
1741,70,4
1741,65,4
1741,55,4
1741,63,4
1741,57,4
1741,52,4
1741,61,4
1801,9,24
1801,10,22
1801,11,20
1801,12,18
1801,13,17
1801,14,16
1801,8,15
1801,16,14
1801,15,14
1801,17,13
1801,19,12
1801,18,12
1801,21,11
1801,20,11
1801,22,10
1801,23,9
1801,24,9
1801,27,8
1801,28,8
1801,26,8
1801,25,8
1801,34,7
1801,33,7
1801,32,7
1801,29,7
1801,31,7
1801,30,7
1801,41,6
1801,42,6
1801,37,6
1801,35,6
1801,38,6
1801,36,6
1801,53,5
1801,44,5
1801,43,5
1801,49,5
1801,48,5
1801,39,5
1801,40,5
1801,67,4
1801,55,4
1801,65,4
1801,52,4
1801,57,4
1801,63,4
1801,59,4
1801,61,4
1801,47,4
1801,54,4
1861,9,25
1861,10,22
1861,11,20
1861,12,18
1861,13,17
1861,14,16
1861,16,14
1861,15,14
1861,17,13
1861,19,12
1861,18,12
1861,21,11
1861,20,11
1861,23,10
1861,22,10
1861,27,9
1861,26,9
1861,24,9
1861,25,9
1861,8,8
1861,28,8
1861,34,7
1861,33,7
1861,29,7
1861,32,7
1861,30,7
1861,31,7
1861,38,6
1861,39,6
1861,36,6
1861,40,6
1861,37,6
1861,35,6
1861,49,5
1861,52,5
1861,48,5
1861,47,5
1861,46,5
1861,41,5
1861,45,5
1861,42,5
1861,44,5
1861,43,5
1861,69,4
1861,55,4
1861,67,4
1861,57,4
1861,65,4
1861,51,4
1861,59,4
1921,9,24
1921,10,22
1921,11,20
1921,12,18
1921,13,17
1921,14,15
1921,15,14
1921,17,13
1921,16,13
1921,18,12
1921,19,11
1921,20,11
1921,23,10
1921,21,10
1921,22,10
1921,26,9
1921,25,9
1921,24,9
1921,31,8
1921,28,8
1921,27,8
1921,35,7
1921,29,7
1921,30,7
1921,37,6
1921,41,6
1921,38,6
1921,34,6
1921,36,6
1921,33,6
1921,32,6
1921,52,5
1921,47,5
1921,46,5
1921,42,5
1921,45,5
1921,43,5
1921,44,5
1921,39,5
1921,40,5
1921,62,4
1921,55,4
1921,69,4
1921,57,4
1921,51,4
1921,54,4
1921,59,4
1921,50,4
1921,61,4
1921,56,4
1981,10,22
1981,9,20
1981,11,20
1981,12,18
1981,13,17
1981,14,16
1981,16,14
1981,15,14
1981,17,13
1981,18,12
1981,19,11
1981,20,11
1981,21,10
1981,22,10
1981,24,9
1981,25,9
1981,23,9
1981,28,8
1981,27,8
1981,26,8
1981,32,7
1981,31,7
1981,29,7
1981,30,7
1981,39,6
1981,35,6
1981,37,6
1981,40,6
1981,34,6
1981,33,6
1981,36,6
1981,51,5
1981,50,5
1981,41,5
1981,38,5
1981,42,5
1981,43,5
1981,44,5
1981,64,4
1981,62,4
1981,57,4
1981,54,4
1981,59,4
1981,49,4
1981,61,4
1981,53,4
1981,56,4
1981,48,4
1981,47,4
1981,46,4
2041,10,22
2041,11,20
2041,12,18
2041,13,17
2041,14,16
2041,9,14
2041,16,14
2041,15,14
2041,18,12
2041,17,12
2041,19,11
2041,20,11
2041,22,10
2041,23,10
2041,21,10
2041,25,9
2041,24,9
2041,28,8
2041,27,8
2041,26,8
2041,33,7
2041,31,7
2041,32,7
2041,29,7
2041,30,7
2041,41,6
2041,38,6
2041,36,6
2041,35,6
2041,37,6
2041,34,6
2041,50,5
2041,49,5
2041,42,5
2041,48,5
2041,43,5
2041,39,5
2041,47,5
2041,44,5
2041,46,5
2041,45,5
2041,40,5
2041,66,4
2041,62,4
2041,64,4
2041,57,4
2041,54,4
2041,59,4
2041,53,4
2041,56,4
2101,10,22
2101,11,20
2101,12,18
2101,13,17
2101,14,15
2101,16,14
2101,15,14
2101,17,13
2101,18,12
2101,19,12
2101,20,11
2101,22,10
2101,21,10
2101,26,9
2101,24,9
2101,23,9
2101,27,8
2101,29,8
2101,25,8
2101,9,7
2101,34,7
2101,31,7
2101,33,7
2101,32,7
2101,28,7
2101,30,7
2101,39,6
2101,37,6
2101,40,6
2101,36,6
2101,38,6
2101,35,6
2101,49,5
2101,43,5
2101,48,5
2101,44,5
2101,47,5
2101,45,5
2101,46,5
2101,41,5
2101,42,5
2101,54,4
2101,68,4
2101,62,4
2101,57,4
2101,66,4
2101,64,4
2101,53,4
2101,59,4
2101,56,4
2161,10,22
2161,11,20
2161,12,18
2161,13,17
2161,14,16
2161,15,14
2161,17,13
2161,16,13
2161,19,12
2161,18,12
2161,21,11
2161,20,11
2161,23,10
2161,22,10
2161,25,9
2161,24,9
2161,29,8
2161,28,8
2161,26,8
2161,27,8
2161,35,7
2161,31,7
2161,34,7
2161,32,7
2161,33,7
2161,30,7
2161,38,6
2161,41,6
2161,37,6
2161,39,6
2161,36,6
2161,47,5
2161,46,5
2161,42,5
2161,43,5
2161,44,5
2161,40,5
2161,57,4
2161,70,4
2161,62,4
2161,53,4
2161,68,4
2161,64,4
2161,66,4
2161,59,4
2161,56,4
2161,52,4
2161,51,4
2161,61,4
2161,55,4
2221,11,20
2221,10,18
2221,12,18
2221,13,17
2221,14,16
2221,16,14
2221,15,14
2221,17,13
2221,19,12
2221,18,12
2221,21,11
2221,20,11
2221,22,10
2221,23,10
2221,25,9
2221,24,9
2221,29,8
2221,26,8
2221,28,8
2221,27,8
2221,31,7
2221,32,7
2221,30,7
2221,39,6
2221,42,6
2221,36,6
2221,40,6
2221,35,6
2221,38,6
2221,34,6
2221,33,6
2221,53,5
2221,43,5
2221,44,5
2221,45,5
2221,46,5
2221,41,5
2221,37,5
2221,57,4
2221,62,4
2221,52,4
2221,64,4
2221,56,4
2221,59,4
2221,51,4
2221,50,4
2221,49,4
2221,55,4
2221,48,4
2221,47,4
2281,11,20
2281,12,18
2281,13,17
2281,14,16
2281,16,14
2281,15,14
2281,17,13
2281,18,12
2281,10,12
2281,21,11
2281,19,11
2281,20,11
2281,22,10
2281,26,9
2281,25,9
2281,23,9
2281,24,9
2281,29,8
2281,27,8
2281,28,8
2281,31,7
2281,32,7
2281,30,7
2281,37,6
2281,39,6
2281,36,6
2281,35,6
2281,33,6
2281,34,6
2281,52,5
2281,44,5
2281,51,5
2281,45,5
2281,41,5
2281,50,5
2281,46,5
2281,49,5
2281,47,5
2281,48,5
2281,42,5
2281,38,5
2281,40,5
2281,43,5
2281,62,4
2281,56,4
2281,59,4
2281,64,4
2281,55,4
2281,58,4
2281,54,4
2341,11,20
2341,12,18
2341,13,16
2341,14,15
2341,16,14
2341,15,14
2341,17,13
2341,18,12
2341,19,11
2341,20,11
2341,23,10
2341,21,10
2341,22,10
2341,25,9
2341,24,9
2341,29,8
2341,27,8
2341,28,8
2341,26,8
2341,33,7
2341,35,7
2341,34,7
2341,31,7
2341,32,7
2341,30,7
2341,10,6
2341,38,6
2341,40,6
2341,37,6
2341,36,6
2341,51,5
2341,46,5
2341,50,5
2341,47,5
2341,49,5
2341,48,5
2341,42,5
2341,43,5
2341,44,5
2341,41,5
2341,39,5
2341,71,4
2341,67,4
2341,69,4
2341,56,4
2341,62,4
2341,59,4
2341,55,4
2341,64,4
2341,54,4
2401,11,20
2401,12,18
2401,13,17
2401,14,16
2401,15,14
2401,17,13
2401,16,13
2401,18,12
2401,19,11
2401,20,11
2401,21,10
2401,22,10
2401,27,9
2401,23,9
2401,24,9
2401,29,8
2401,28,8
2401,26,8
2401,25,8
2401,33,7
2401,34,7
2401,31,7
2401,30,7
2401,37,6
2401,36,6
2401,35,6
2401,39,6
2401,32,6
2401,49,5
2401,43,5
2401,41,5
2401,44,5
2401,45,5
2401,38,5
2401,42,5
2401,40,5
2401,65,4
2401,56,4
2401,67,4
2401,62,4
2401,59,4
2401,55,4
2401,54,4
2401,58,4
2401,53,4
2401,46,4
2401,52,4
2401,47,4
2401,51,4
2401,48,4
2461,12,18
2461,11,17
2461,13,17
2461,14,16
2461,16,14
2461,15,14
2461,17,13
2461,18,12
2461,19,12
2461,20,11
2461,23,10
2461,22,10
2461,21,10
2461,26,9
2461,24,9
2461,25,9
2461,28,8
2461,29,8
2461,27,8
2461,32,7
2461,33,7
2461,31,7
2461,30,7
2461,38,6
2461,37,6
2461,40,6
2461,34,6
2461,36,6
2461,35,6
2461,44,5
2461,45,5
2461,42,5
2461,46,5
2461,47,5
2461,43,5
2461,39,5
2461,41,5
2461,56,4
2461,65,4
2461,55,4
2461,59,4
2461,67,4
2461,62,4
2461,54,4
2461,53,4
2461,58,4
2461,52,4
2461,48,4
2461,51,4
2461,49,4
2521,12,18
2521,13,17
2521,14,15
2521,16,14
2521,15,14
2521,17,13
2521,19,12
2521,18,12
2521,11,11
2521,20,11
2521,23,10
2521,22,10
2521,21,10
2521,26,9
2521,25,9
2521,24,9
2521,29,8
2521,27,8
2521,32,7
